course_code,section,instructor,day,time,room
PHY102,1,Ms. Sharmin Akter,Monday,01:00-03:00,109
PHY102,1,Ms. Sharmin Akter,Monday,03:00-04:45,109
PHY102,1,Ms. Sharmin Akter,Monday,03:00-04:45,109
PHY102,1,Ms. Sharmin Akter,Monday,03:00-04:45,109
CSE124,5,Mr. Mohammed Morshed Rana,Monday,11:00-01:00,115
CSE124,2,Ms. Maliha Zahan Chowdhury,Monday,01:00-03:00,115
CSE222,9,Mr. Md. Sabbir Al Ahsan,Monday,03:00-04:45,115
CSE222,9,Mr. Md. Sabbir Al Ahsan,Monday,03:00-04:45,115
CSE222,9,Mr. Md. Sabbir Al Ahsan,Monday,03:00-04:45,115
CSE222,10,Mr. Tahsin Mahmud,Monday,01:00-03:00,313
CSE114,1,Mr. Tanvir Azhar,Monday,03:00-04:45,313
CSE114,1,Mr. Tanvir Azhar,Monday,03:00-04:45,313
CSE114,1,Mr. Tanvir Azhar,Monday,03:00-04:45,313
CSE114,4,Ms. Nahida Nigar,Monday,11:00-01:00,Novus 304
CSE226,11,Mr. Mohammed Morshed Rana,Monday,01:00-03:00,Novus 304
CSE226,11,Mr. Mohammed Morshed Rana,Monday,03:00-04:45,Novus 304
CSE226,11,Mr. Mohammed Morshed Rana,Monday,03:00-04:45,Novus 304
CSE226,11,Mr. Mohammed Morshed Rana,Monday,03:00-04:45,Novus 304
CSE215,6,Mr. Sanath Kumar Das,Tuesday,10:00-11:30,103
CSE225,6,Mr. Sourav Adhikary,Tuesday,11:30-01:00,103
CSE103,0,Ms. Nahida Nigar,Tuesday,01:30-03:00,103
MATH101,0,Mr. Mashky Chowdhury Surja,Tuesday,03:00-04:30,103
EEE101,0,Mr. Mohammad Toufiq Ahmed,Tuesday,04:30-06:00,103
MATH301,1,Mr. Udoy Das,Tuesday,10:00-11:30,107
CSE319,1,Mr. Md. Jahidul Hasan Jahid,Tuesday,11:30-01:00,107
MATH209,2,Mr. Riad Hossain,Tuesday,01:30-03:00,107
EEE301,2,Mr. Md. Rakibul Islam,Tuesday,03:00-04:30,107
EEE301,2,Mr. Md. Rakibul Islam,Tuesday,04:30-06:00,107
EEE301,1,Mr. Md. Rakibul Islam,Tuesday,01:30-03:00,108
CSE311,1,Ms. Saraf Anika,Tuesday,11:30-01:00,110
CSE313,1,TBA,Tuesday,01:30-03:00,110
CSE315,3,Ms. Sayeda Suaiba Anwar,Tuesday,03:00-04:30,110
MATH205,3,Mr. Riad Hossain,Tuesday,04:30-06:00,110
CSE221,5,Mr. Tahsin Mahmud,Tuesday,11:30-01:00,111
CSE221,4,Mr. Tahsin Mahmud,Tuesday,01:30-03:00,111
CHEM201,5,Ms. Maliha Zahan Chowdhury,Tuesday,03:00-04:30,111
MATH207,5,TBA,Tuesday,04:30-06:00,111
CSE111,3,Ms. Anika Bushra,Tuesday,10:00-11:30,114
CSE215,4,Mr. Sanath Kumar Das,Tuesday,11:30-01:00,114
CSE315,2,Ms. Sayeda Suaiba Anwar,Tuesday,01:30-03:00,114
CSE313,2,TBA,Tuesday,03:00-04:30,114
CSE313,2,TBA,Tuesday,04:30-06:00,114
CSE215,3,Mr. Ahamed- Al- Arifin,Tuesday,11:30-01:00,311
ENG111,4,Ms. Parna Mutsuddy,Tuesday,01:30-03:00,311
CSE113,4,Ms. Nahida Nigar,Tuesday,03:00-04:30,311
CSE113,4,Ms. Nahida Nigar,Tuesday,04:30-06:00,311
EEE111,6,TBA,Tuesday,10:00-11:30,312
CSE211,6,Mr. Mohammad Akbar Bin Shah,Tuesday,11:30-01:00,312
EEE409,0,TBA,Tuesday,01:30-03:00,312
CSE123,1,Mr. Mohammed Morshed Rana,Tuesday,04:30-06:00,312
MATH107,1,Mr. Md. Sajeed-Ur-Rahman,Tuesday,10:00-11:30,N 201
PHY101,1,Ms. Sharmin Akter,Tuesday,11:30-01:00,N 201
CSE439,2,Ms. Arifa Sultana Zarna,Tuesday,10:00-11:30,N 202
CSE463,2,Ms. Arshiana Shamir,Tuesday,11:30-01:00,N 202
CSE215,2,Mr. Ahamed- Al- Arifin,Tuesday,01:30-03:00,N 202
CSE123,4,Mr. Joydwip Mohajon,Tuesday,04:30-06:00,N 202
PHY101,5,TBA,Tuesday,8:30-10:00,N 203
CSE113,5,Ms. Nahida Nigar,Tuesday,10:00-11:30,N 203
CSE439,3,Ms. Arifa Sultana Zarna,Tuesday,11:30-01:00,N 203
CSE463,3,Ms. Arshiana Shamir,Tuesday,01:30-03:00,N 203
MATH207,4,Mr. Mohammad Akbar Bin Shah,Tuesday,03:00-04:30,N 203
CSE211,4,Mr. Saklain Abdullah,Tuesday,04:30-06:00,N 203
MATH107,2,Mr. Md. Sajeed-Ur-Rahman,Tuesday,8:30-10:00,N 204
PHY101,2,Ms. Sharmin Akter,Tuesday,10:00-11:30,N 204
MATH209,1,Mr. Riad Hossain,Tuesday,11:30-01:00,N 204
MATH207,0,Mr. Mashky Chowdhury Surja,Tuesday,01:30-03:00,N 204
CSE223,3,Mr. Kazi Muhammad Asif Ashrafi,Tuesday,03:00-04:30,N 204
CSE111,4,Ms. Anika Bushra,Tuesday,01:30-03:00,N 601
CSE411,2,Mr. Saklain Abdullah,Tuesday,03:00-04:30,N 601
CSE301,2,Mr. Md. Jamil Uddin,Tuesday,04:30-06:00,N 601
CSE221,1,Ms. Tahmina Akter Sumi,Tuesday,8:30-10:00,N 602
CSE225,1,Ms. Nishat Soultana Chy,Tuesday,10:00-11:30,N 602
ME101,0,TBA,Tuesday,11:30-01:00,N 602
MATH203,2,TBA,Tuesday,01:30-03:00,N 602
CSE325,2,Mr. Md. Jibon Mia,Tuesday,03:00-04:30,N 602
CSE325,2,Mr. Md. Jibon Mia,Tuesday,04:30-06:00,N 602
MATH203,1,TBA,Tuesday,8:30-10:00,N 603
CSE223,1,Ms.Shahin Akter,Tuesday,10:00-11:30,N 603
MATH107,3,Mr. Mashky Chowdhury Surja,Tuesday,11:30-01:00,N 603
CSE225,5,Mr. Sourav Adhikary,Tuesday,01:30-03:00,N 603
CSE317,3,TBA,Tuesday,03:00-04:30,N 603
CSE319,3,Mr. Md. Jahidul Hasan Jahid,Tuesday,04:30-06:00,N 603
CSE325,3,Mr. Mohammad Akbar Bin Shah,Tuesday,8:30-10:00,N 604
MATH203,3,TBA,Tuesday,10:00-11:30,N 604
CSE225,2,Ms. Nishat Soultana Chy,Tuesday,11:30-01:00,N 604
CSE225,3,Ms. Nishat Soultana Chy,Tuesday,01:30-03:00,N 604
CSE319,2,Mr. Md. Jahidul Hasan Jahid,Tuesday,03:00-04:30,N 604
CSE317,2,TBA,Tuesday,04:30-06:00,N 604
CSE326,1,Ms. Sayeda Suaiba Anwar,Tuesday,11:30-01:30,102
CSE124,4,Mr. Joydwip Mohajon,Tuesday,01:30-03:30,102
CSE226,5,Mr. Sourav Adhikary,Tuesday,03:30-05:30,102
CSE226,5,Mr. Sourav Adhikary,Tuesday,03:30-05:30,102
CSE226,5,Mr. Sourav Adhikary,Tuesday,03:30-05:30,102
CSE312,1,Ms. Saraf Anika,Tuesday,9:30-11:30,104
CSE212,8,Ms. Shadika Afroze Ome,Tuesday,11:30-01:30,104
CSE212,9,Mr. Saklain Abdullah,Tuesday,01:30-03:30,104
CSE212,9,Mr. Saklain Abdullah,Tuesday,03:30-05:30,104
CSE212,9,Mr. Saklain Abdullah,Tuesday,03:30-05:30,104
CSE212,9,Mr. Saklain Abdullah,Tuesday,03:30-05:30,104
CSE216,2,Mr. Ahamed- Al- Arifin,Tuesday,9:30-11:30,105
EEE302,3,Mr. Md. Rakibul Islam,Tuesday,11:30-01:30,105
CSE216,7,TBA,Tuesday,01:30-03:30,105
CSE216,4,Mr. Md. Siratul Mustakim Ifty,Tuesday,03:30-05:30,105
CSE216,4,Mr. Md. Siratul Mustakim Ifty,Tuesday,03:30-05:30,105
CSE216,4,Mr. Md. Siratul Mustakim Ifty,Tuesday,03:30-05:30,105
EEE112,8,Ms. Tania Khadem,Tuesday,9:30-11:30,106
CSE216,8,TBA,Tuesday,11:30-01:30,106
EEE112,5,Mr. Kazi Muhammad Asif Ashrafi,Tuesday,01:30-03:30,106
EEE112,5,Mr. Kazi Muhammad Asif Ashrafi,Tuesday,03:30-05:30,106
EEE112,5,Mr. Kazi Muhammad Asif Ashrafi,Tuesday,03:30-05:30,106
EEE112,5,Mr. Kazi Muhammad Asif Ashrafi,Tuesday,03:30-05:30,106
PHY102,4,Ms. Anika Bushra,Tuesday,11:30-01:30,109
PHY102,4,Ms. Anika Bushra,Tuesday,01:30-03:30,109
PHY102,4,Ms. Anika Bushra,Tuesday,03:30-05:30,109
PHY102,4,Ms. Anika Bushra,Tuesday,03:30-05:30,109
PHY102,4,Ms. Anika Bushra,Tuesday,03:30-05:30,109
CSE436,3,Ms. Tanjum Motin Mitul,Tuesday,9:30-11:30,115
CSE436,3,Ms. Tanjum Motin Mitul,Tuesday,11:30-01:30,115
CSE436,2,Ms. Tanjum Motin Mitul,Tuesday,01:30-03:30,115
ME102,7,Mr. Udoy Das,Tuesday,03:30-05:30,115
ME102,7,Mr. Udoy Das,Tuesday,03:30-05:30,115
ME102,7,Mr. Udoy Das,Tuesday,03:30-05:30,115
CSE112,4,Mr. Tahsin Mahmud,Tuesday,9:30-11:30,313
CSE112,3,Ms. Anika Bushra,Tuesday,11:30-01:30,313
ME102,6,TBA,Tuesday,01:30-03:30,313
ME102,6,TBA,Tuesday,03:30-05:30,313
ME102,6,TBA,Tuesday,03:30-05:30,313
ME102,6,TBA,Tuesday,03:30-05:30,313
ME102,11,TBA,Tuesday,9:30-11:30,Novus 304
CSE222,11,Ms. Tahmina Akter Sumi,Tuesday,11:30-01:30,Novus 304
CSE222,8,Ms. Tahmina Akter Sumi,Tuesday,01:30-03:30,Novus 304
ME102,3,Mr. Md. Sajeed-Ur-Rahman,Tuesday,03:30-05:30,Novus 304
ME102,3,Mr. Md. Sajeed-Ur-Rahman,Tuesday,03:30-05:30,Novus 304
ME102,3,Mr. Md. Sajeed-Ur-Rahman,Tuesday,03:30-05:30,Novus 304
CSE113,1,Mr. Tanvir Azhar,Wednesday,10:00-11:30,103
PHY101,1,Ms. Sharmin Akter,Wednesday,11:30-01:00,103
CSE103,0,Ms. Nahida Nigar,Wednesday,01:30-03:00,103
MATH101,0,Mr. Mashky Chowdhury Surja,Wednesday,03:00-04:30,103
EEE101,0,Mr. Mohammad Toufiq Ahmed,Wednesday,04:30-06:00,103
MATH205,2,Mr. Riad Hossain,Wednesday,8:30-10:00,107
CSE311,2,Ms. Saraf Anika,Wednesday,10:00-11:30,107
MATH209,2,Mr. Riad Hossain,Wednesday,01:30-03:00,107
EEE301,2,Mr. Md. Rakibul Islam,Wednesday,03:00-04:30,107
EEE301,2,Mr. Md. Rakibul Islam,Wednesday,04:30-06:00,107
EEE111,6,TBA,Wednesday,8:30-10:00,108
CSE211,6,Mr. Mohammad Akbar Bin Shah,Wednesday,10:00-11:30,108
CSE215,8,TBA,Wednesday,11:30-01:00,108
EEE301,1,Mr. Md. Rakibul Islam,Wednesday,01:30-03:00,108
MATH207,7,TBA,Wednesday,8:30-10:00,110
EEE111,7,TBA,Wednesday,10:00-11:30,110
CSE313,1,TBA,Wednesday,01:30-03:00,110
CSE301,5,Mr. Md. Jamil Uddin,Wednesday,03:00-04:30,110
CSE439,5,Mr. Golam Moktader Daiyan,Wednesday,04:30-06:00,110
CSE221,2,Mr. Md. Sabbir Al Ahsan,Wednesday,10:00-11:30,111
CSE215,2,Mr. Ahamed- Al- Arifin,Wednesday,11:30-01:00,111
PHY101,2,Ms. Sharmin Akter,Wednesday,01:30-03:00,111
CSE113,2,Mr. Tanvir Azhar,Wednesday,03:00-04:30,111
CSE113,2,Mr. Tanvir Azhar,Wednesday,04:30-06:00,111
CSE221,3,Mr. Md. Sabbir Al Ahsan,Wednesday,11:30-01:00,114
CSE315,3,Ms. Sayeda Suaiba Anwar,Wednesday,01:30-03:00,114
CSE313,3,TBA,Wednesday,03:00-04:30,114
CSE313,3,TBA,Wednesday,04:30-06:00,114
PHY101,4,TBA,Wednesday,8:30-10:00,311
MATH107,4,Mr. Md. Sajeed-Ur-Rahman,Wednesday,10:00-11:30,311
CSE435,1,Ms. Tanjum Motin Mitul,Wednesday,11:30-01:00,311
CSE463,1,Mr. Md. Sabbir Al Ahsan,Wednesday,01:30-03:00,311
MATH301,4,Mr. Udoy Das,Wednesday,03:00-04:30,311
CSE317,4,TBA,Wednesday,04:30-06:00,311
PHY101,3,Ms. Sharmin Akter,Wednesday,10:00-11:30,312
CSE113,3,Mr. Tanvir Azhar,Wednesday,11:30-01:00,312
EEE111,1,Ms. Tania Khadem,Wednesday,01:30-03:00,312
CSE223,3,Ms.Shahin Akter,Wednesday,03:00-04:30,312
MATH203,3,TBA,Wednesday,04:30-06:00,312
CSE211,3,Ms. Shadika Afroze Ome,Wednesday,10:00-11:30,N 201
EEE111,3,Ms. Tania Khadem,Wednesday,11:30-01:00,N 201
CHEM201,4,Ms. Tanjum Motin Mitul,Wednesday,03:00-04:30,N 201
CHEM201,4,Ms. Tanjum Motin Mitul,Wednesday,04:30-06:00,N 201
MATH207,5,TBA,Wednesday,8:30-10:00,N 202
CHEM201,5,Ms. Maliha Zahan Chowdhury,Wednesday,10:00-11:30,N 202
CSE211,1,Ms. Shadika Afroze Ome,Wednesday,11:30-01:00,N 202
CSE225,8,Mr. Mohammed Morshed Rana,Wednesday,01:30-03:00,N 202
CSE215,1,Mr. Ahamed- Al- Arifin,Wednesday,10:00-11:30,N 203
CSE221,1,Ms. Tahmina Akter Sumi,Wednesday,11:30-01:00,N 203
CSE215,7,TBA,Wednesday,01:30-03:00,N 203
CSE221,7,Ms. Tahmina Akter Sumi,Wednesday,03:00-04:30,N 203
CSE221,7,Ms. Tahmina Akter Sumi,Wednesday,04:30-06:00,N 203
CSE111,5,Mr. Joydwip Mohajon,Wednesday,10:00-11:30,N 204
MATH209,1,Mr. Riad Hossain,Wednesday,11:30-01:00,N 204
MATH207,0,Mr. Mashky Chowdhury Surja,Wednesday,01:30-03:00,N 204
ENG111,5,Ms. Parna Mutsuddy,Wednesday,03:00-04:30,N 204
MATH107,5,Mr. Mashky Chowdhury Surja,Wednesday,04:30-06:00,N 204
CSE325,4,Mr. Md. Jibon Mia,Wednesday,8:30-10:00,N 601
CSE325,5,Mr. Md. Jibon Mia,Wednesday,10:00-11:30,N 601
CSE223,5,Mr. Md. Siratul Mustakim Ifty,Wednesday,11:30-01:00,N 601
CSE225,3,Ms. Nishat Soultana Chy,Wednesday,01:30-03:00,N 601
CSE123,4,Mr. Joydwip Mohajon,Wednesday,03:00-04:30,N 601
CSE223,4,Mr. Md. Siratul Mustakim Ifty,Wednesday,10:00-11:30,N 602
ME101,0,TBA,Wednesday,11:30-01:00,N 602
EEE409,0,TBA,Wednesday,01:30-03:00,N 602
MATH203,1,TBA,Wednesday,10:00-11:30,N 603
CSE325,1,Ms. Sayeda Suaiba Anwar,Wednesday,11:30-01:00,N 603
CSE223,3,Mr. Kazi Muhammad Asif Ashrafi,Wednesday,01:30-03:00,N 603
CSE223,2,Ms.Shahin Akter,Wednesday,10:00-11:30,N 604
MATH203,2,TBA,Wednesday,11:30-01:00,N 604
CSE123,2,Ms. Maliha Zahan Chowdhury,Wednesday,01:30-03:00,N 604
CSE327,1,Ms. Maliha Zahan Chowdhury,Wednesday,03:00-04:30,N 604
CSE301,1,Mr. Md. Jamil Uddin,Wednesday,04:30-06:00,N 604
CSE436,1,Ms. Tanjum Motin Mitul,Wednesday,9:30-11:30,102
CSE312,3,Ms. Saraf Anika,Wednesday,11:30-01:30,102
CSE326,5,Mr. Md. Jibon Mia,Wednesday,01:30-03:30,102
CSE226,8,Mr. Mohammed Morshed Rana,Wednesday,03:30-05:30,102
CSE226,8,Mr. Mohammed Morshed Rana,Wednesday,03:30-05:30,102
CSE226,8,Mr. Mohammed Morshed Rana,Wednesday,03:30-05:30,102
EEE410,0,TBA,Wednesday,11:30-01:30,104
ME102,10,Mr. Udoy Das,Wednesday,01:30-03:30,104
ME102,10,Mr. Udoy Das,Wednesday,03:30-05:30,104
ME102,10,Mr. Udoy Das,Wednesday,03:30-05:30,104
ME102,10,Mr. Udoy Das,Wednesday,03:30-05:30,104
EEE112,4,TBA,Wednesday,11:30-01:30,105
EEE102,0,Mr. S.M. Baque Billah,Wednesday,01:30-03:30,105
CSE216,10,Mr. S.M. Baque Billah,Wednesday,03:30-05:30,105
CSE216,10,Mr. S.M. Baque Billah,Wednesday,03:30-05:30,105
CSE216,10,Mr. S.M. Baque Billah,Wednesday,03:30-05:30,105
EEE112,1,Ms. Tania Khadem,Wednesday,9:30-11:30,106
EEE112,9,Mr. Kazi Muhammad Asif Ashrafi,Wednesday,11:30-01:30,106
CSE224,6,Ms.Shahin Akter,Wednesday,01:30-03:30,106
CSE216,6,Mr. Md. Siratul Mustakim Ifty,Wednesday,03:30-05:30,106
CSE216,6,Mr. Md. Siratul Mustakim Ifty,Wednesday,03:30-05:30,106
CSE216,6,Mr. Md. Siratul Mustakim Ifty,Wednesday,03:30-05:30,106
ME102,4,Mr. Udoy Das,Wednesday,9:30-11:30,115
CSE222,4,Mr. Tahsin Mahmud,Wednesday,11:30-01:30,115
CSE212,3,Ms. Shadika Afroze Ome,Wednesday,01:30-03:30,115
CSE212,3,Ms. Shadika Afroze Ome,Wednesday,03:30-05:30,115
CSE212,3,Ms. Shadika Afroze Ome,Wednesday,03:30-05:30,115
CSE212,3,Ms. Shadika Afroze Ome,Wednesday,03:30-05:30,115
CSE112,5,Mr. Joydwip Mohajon,Wednesday,11:30-01:30,313
CSE226,6,Mr. Sourav Adhikary,Wednesday,01:30-03:30,313
CSE226,6,Mr. Sourav Adhikary,Wednesday,03:30-05:30,313
CSE226,6,Mr. Sourav Adhikary,Wednesday,03:30-05:30,313
CSE226,6,Mr. Sourav Adhikary,Wednesday,03:30-05:30,313
CSE222,5,Mr. Tahsin Mahmud,Wednesday,9:30-11:30,Novus 304
ME102,5,Mr. Md. Sajeed-Ur-Rahman,Wednesday,11:30-01:30,Novus 304
CSE222,1,Ms. Tahmina Akter Sumi,Wednesday,01:30-03:30,Novus 304
CSE226,3,Ms. Nishat Soultana Chy,Wednesday,03:30-05:30,Novus 304
CSE226,3,Ms. Nishat Soultana Chy,Wednesday,03:30-05:30,Novus 304
CSE226,3,Ms. Nishat Soultana Chy,Wednesday,03:30-05:30,Novus 304
CSE215,6,Mr. Sanath Kumar Das,Thursday,10:00-11:30,107
CSE221,6,Mr. Tahsin Mahmud,Thursday,11:30-01:00,107
EEE207,2,Mr. S.M. Baque Billah,Thursday,01:30-03:00,107
CSE211,5,Mr. Saklain Abdullah,Thursday,03:00-04:30,107
CSE317,4,TBA,Thursday,8:30-10:00,108
CSE223,5,Mr. Md. Siratul Mustakim Ifty,Thursday,11:30-01:00,108
CSE221,4,Mr. Tahsin Mahmud,Thursday,01:30-03:00,108
CSE113,1,Mr. Tanvir Azhar,Thursday,03:00-04:30,108
CSE411,1,Mr. Saklain Abdullah,Thursday,10:00-11:30,110
CSE113,3,Mr. Tanvir Azhar,Thursday,01:30-03:00,110
CSE113,2,Mr. Tanvir Azhar,Thursday,11:30-01:00,111
CSE223,4,Mr. Md. Siratul Mustakim Ifty,Thursday,01:30-03:00,111
CSE223,4,Mr. Md. Siratul Mustakim Ifty,Thursday,03:00-04:30,111
CSE223,4,Mr. Md. Siratul Mustakim Ifty,Thursday,04:30-06:00,111
CSE317,2,TBA,Thursday,10:00-11:30,114
CSE301,4,Mr. Md. Jamil Uddin,Thursday,01:30-03:00,114
CSE439,4,Mr. Golam Moktader Daiyan,Thursday,03:00-04:30,114
CSE439,4,Mr. Golam Moktader Daiyan,Thursday,04:30-06:00,114
CSE211,1,Ms. Shadika Afroze Ome,Thursday,11:30-01:00,311
CHEM201,1,TBA,Thursday,01:30-03:00,311
CHEM201,1,TBA,Thursday,03:00-04:30,311
CHEM201,1,TBA,Thursday,04:30-06:00,311
CSE225,5,Mr. Sourav Adhikary,Thursday,01:30-03:00,312
CSE215,5,Mr. Sanath Kumar Das,Thursday,03:00-04:30,312
CSE215,5,Mr. Sanath Kumar Das,Thursday,04:30-06:00,312
CSE451,5,Ms. Arshiana Shamir,Thursday,10:00-11:30,N 201
CSE301,5,Mr. Md. Jamil Uddin,Thursday,11:30-01:00,N 201
CSE301,5,Mr. Md. Jamil Uddin,Thursday,01:30-03:00,N 201
CSE301,5,Mr. Md. Jamil Uddin,Thursday,03:00-04:30,N 201
CSE301,5,Mr. Md. Jamil Uddin,Thursday,04:30-06:00,N 201
MATH207,6,TBA,Thursday,8:30-10:00,N 202
CHEM201,6,TBA,Thursday,10:00-11:30,N 202
CSE463,2,Ms. Arshiana Shamir,Thursday,11:30-01:00,N 202
CSE439,1,Ms. Arifa Sultana Zarna,Thursday,01:30-03:00,N 202
CHEM201,7,TBA,Thursday,8:30-10:00,N 203
MATH207,7,TBA,Thursday,10:00-11:30,N 203
CSE411,2,Mr. Saklain Abdullah,Thursday,11:30-01:00,N 203
CSE463,3,Ms. Arshiana Shamir,Thursday,03:00-04:30,N 203
MATH203,4,TBA,Thursday,11:30-01:00,N 204
MATH207,12,TBA,Thursday,04:30-06:00,N 204
CSE225,4,Mr. Sourav Adhikary,Thursday,11:30-01:00,N 601
MATH205,1,Mr. Riad Hossain,Thursday,01:30-03:00,N 601
MATH207,11,TBA,Thursday,03:00-04:30,N 601
MATH205,3,Mr. Riad Hossain,Thursday,10:00-11:30,N 602
CSE311,3,Ms. Saraf Anika,Thursday,11:30-01:00,N 602
MATH203,5,TBA,Thursday,01:30-03:00,N 602
MATH203,5,TBA,Thursday,03:00-04:30,N 602
MATH203,5,TBA,Thursday,04:30-06:00,N 602
CSE317,1,TBA,Thursday,11:30-01:00,N 603
CSE311,2,Ms. Saraf Anika,Thursday,10:00-11:30,N 604
MATH205,2,Mr. Riad Hossain,Thursday,11:30-01:00,N 604
MATH207,2,TBA,Thursday,01:30-03:00,N 604
CSE211,2,Ms. Shadika Afroze Ome,Thursday,03:00-04:30,N 604
CSE211,2,Ms. Shadika Afroze Ome,Thursday,04:30-06:00,N 604
CSE222,2,Mr. Md. Sabbir Al Ahsan,Thursday,9:30-11:30,102
CSE222,3,Mr. Md. Sabbir Al Ahsan,Thursday,11:30-01:30,102
CSE226,9,Ms. Nishat Soultana Chy,Thursday,01:30-03:30,102
ME102,9,TBA,Thursday,03:30-05:30,102
ME102,9,TBA,Thursday,03:30-05:30,102
ME102,9,TBA,Thursday,03:30-05:30,102
EEE300,0,Mr. S.M. Baque Billah,Thursday,11:30-01:30,104
EEE300,0,Mr. S.M. Baque Billah,Thursday,01:30-03:30,104
EEE300,0,Mr. S.M. Baque Billah,Thursday,03:30-05:30,104
EEE300,0,Mr. S.M. Baque Billah,Thursday,03:30-05:30,104
EEE300,0,Mr. S.M. Baque Billah,Thursday,03:30-05:30,104
CSE216,3,Mr. Ahamed- Al- Arifin,Thursday,9:30-11:30,105
CSE216,5,TBA,Thursday,11:30-01:30,105
EEE302,1,Mr. Md. Rakibul Islam,Thursday,01:30-03:30,105
EEE302,2,Mr. Md. Rakibul Islam,Thursday,03:30-05:30,105
EEE302,2,Mr. Md. Rakibul Islam,Thursday,03:30-05:30,105
EEE302,2,Mr. Md. Rakibul Islam,Thursday,03:30-05:30,105
CSE224,7,Mr. Md. Siratul Mustakim Ifty,Thursday,9:30-11:30,106
CSE224,3,Mr. Kazi Muhammad Asif Ashrafi,Thursday,11:30-01:30,106
CSE224,1,Mr. Kazi Muhammad Asif Ashrafi,Thursday,01:30-03:30,106
CSE224,6,Mr. Kazi Muhammad Asif Ashrafi,Thursday,03:30-05:30,106
CSE224,6,Mr. Kazi Muhammad Asif Ashrafi,Thursday,03:30-05:30,106
CSE224,6,Mr. Kazi Muhammad Asif Ashrafi,Thursday,03:30-05:30,106
PHY102,5,TBA,Thursday,11:30-01:30,109
PHY102,7,Ms. Sharmin Akter,Thursday,01:30-03:30,109
PHY102,7,Ms. Sharmin Akter,Thursday,03:30-05:30,109
PHY102,7,Ms. Sharmin Akter,Thursday,03:30-05:30,109
PHY102,7,Ms. Sharmin Akter,Thursday,03:30-05:30,109
CSE124,3,Mr. Joydwip Mohajon,Thursday,9:30-11:30,115
CSE114,7,Ms. Nahida Nigar,Thursday,11:30-01:30,115
CSE124,6,Mr. Joydwip Mohajon,Thursday,01:30-03:30,115
EEE406,0,TBA,Thursday,03:30-05:30,115
EEE406,0,TBA,Thursday,03:30-05:30,115
EEE406,0,TBA,Thursday,03:30-05:30,115
CSE212,1,Ms. Shadika Afroze Ome,Thursday,9:30-11:30,313
CSE320,4,Ms. Arifa Sultana Zarna,Thursday,11:30-01:30,313
EEE310,0,Mr. Sanath Kumar Das,Thursday,01:30-03:30,313
CSE226,4,Mr. Sourav Adhikary,Thursday,03:30-05:30,313
CSE226,4,Mr. Sourav Adhikary,Thursday,03:30-05:30,313
CSE226,4,Mr. Sourav Adhikary,Thursday,03:30-05:30,313
CSE114,5,Ms. Nahida Nigar,Thursday,9:30-11:30,Novus 304
ME102,2,TBA,Thursday,11:30-01:30,Novus 304
ME102,1,TBA,Thursday,01:30-03:30,Novus 304
CSE226,1,Ms. Nishat Soultana Chy,Thursday,03:30-05:30,Novus 304
CSE226,1,Ms. Nishat Soultana Chy,Thursday,03:30-05:30,Novus 304
CSE226,1,Ms. Nishat Soultana Chy,Thursday,03:30-05:30,Novus 304
